更新日期,#genre#
广州影视频道,https://stream1.freetv.fun/yan-zhou-ying-shi-25.m3u8$IPV4•线路3
广州影视频道,https://tv.iill.top/gztv/yingshi$IPV4•线路4
广州影视频道,http://tencentplay.gztv.com/live/yingshi.m3u8$IPV4•线路5
广州电视台法治频道,http://tencentplay.gztv.com/live/fazhi.m3u8$IPV4
广州南国都市频道,http://tencentplay.gztv.com/live/nanguodushi.m3u8$IPV4•线路1
广州南国都市频道,https://tencentplay.gztv.com/live/nanguodushi.m3u8$IPV4•线路2
广州南国都市频道,http://r.jdshipin.com/nWaZO$IPV4•线路3
广州竞赛频道,http://php.jdshipin.com:8880/gztv.php#https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=49c8041461997c7a97dbcc3c7fd11b4f&txTime=18d00acf487$IPV4•线路1
广州竞赛频道,https://stream1.freetv.fun/yan-zhou-jing-sai-2.m3u8$IPV4•线路2
广州竞赛频道,https://live.lalifeier.eu.org/gztv/jingsai.m3u8$IPV4•线路3
广州竞赛频道,http://8.138.7.223/tv/gzjs.m3u8$IPV4•线路4
广州竞赛频道,https://tencentplay.gztv.com/live/jingsai.m3u8$IPV4•线路5
广州竞赛频道,https://tencentplaygsm.gztv.com/live/jingsai.m3u8$IPV4•线路6
广东体育,https://epg.pw/stream/7b470f9fc5c305db0c8622117b7b25ca00eb35ba3e93e865cf0ff9df5c736681.m3u8$IPV4•线路1
广东体育,http://cdn2.163189.xyz/live/gdty/stream.m3u8$IPV4•线路2
广东体育,http://php.jdshipin.com/PLTV/iptv.php$IPV4•线路3
广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-24.m3u8$IPV4•线路4
广东体育,http://cdn2.132.us.kg/live/gdty/stream.m3u8$IPV4•线路5
广东体育,https://hls-gateway.vpstv.net/streams/476954.m3u8$IPV4•线路6
广东体育,http://bxtv.3a.ink/api.php$IPV4•线路7
广东体育,https://cdn2.163189.xyz/live/gdty/stream.m3u8$IPV4•线路8
广东体育,http://r.jdshipin.com/LiYdg$IPV4•线路9
广东体育,http://120.238.94.10:9901/tsfile/live/1012_1.m3u8$IPV4•线路10
广东体育,http://218.13.170.98:9901/tsfile/live/0019_1.m3u8$IPV4•线路11
广东体育,http://183.11.239.36:808/hls/2/index.m3u8$IPV4•线路12
广东体育,http://74.91.26.218:82/live/gdty.m3u8$IPV4•线路13
广东体育,http://116.77.33.98:44330/tsfile/live/1004_1.m3u8$IPV4•线路14
广东民生,https://stream1.freetv.fun/yan-dong-min-sheng-20.m3u8$IPV4•线路1
广东民生,http://119.32.12.17:2901/udp/224.1.100.4:11111$IPV4•线路2
广东民生,http://183.11.239.36:808/hls/18/index.m3u8$IPV4•线路3
广东综艺,http://livealone302.iqilu.com/iqilu/zypd.m3u8$IPV4•线路1
广东综艺,http://58.57.40.22:9901/tsfile/live/1021_1.m3u8$IPV4•线路2
广东影视,http://119.32.12.17:2901/udp/224.1.100.11:11111$IPV4
经济科教,http://119.32.12.17:2901/udp/224.1.100.6:11111$IPV4
岭南戏曲,http://www.cdnstv.com:6398/hls/1119/index.m3u8$IPV4
大湾区卫视,http://z.b.bkpcp.top/m.php$IPV4•线路1
大湾区卫视,http://goo.bkpcp.top/mg/dwqws$IPV4•线路2
大湾区卫视,http://jp1.jdiptv.cc/live/nfws.m3u8$IPV4•线路3
大湾区卫视,https://www.freetv.top/migu/608917627.m3u8$IPV4•线路4
大湾区卫视,https://stream1.freetv.fun/9e44565ab6186689007a295d8b94b2a970fafde637068b0e3837e5f84689a8f3.m3u8$IPV4•线路5
大湾区卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226442/index.m3u8$IPV4•线路6
大湾区卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8$IPV4•线路7
大湾区卫视,http://www.wmviv.com/iptv/bc2t.php$IPV4•线路8
大湾区卫视,http://148.135.93.213/live.php$IPV4•线路9
大湾区卫视,http://ali.hlspull.yximgs.com/live/b027460e580a463cb7e44eebexcvhnddggdfsdg.flv$IPV4•线路10
大湾区卫视,http://222.128.55.152:9080/live/dwq.m3u8$IPV4•线路11
大湾区卫视,http://gmxw.7766.org:808/hls/132/index.m3u8$IPV4•线路12
大湾区卫视,http://183.11.239.36:808/hls/132/index.m3u8$IPV4•线路13
🥝┃央视频道,#genre#
CCTV1,https://www.freetv.top/migu/608807420.m3u8$IPV4•线路1
CCTV1,http://yc.myds.me:35455/gaoma/cctv1.m3u8$IPV4•线路2
CCTV1,http://nas.suntao.online:35455/itv/6000000001000029752.m3u8$IPV4•线路3
CCTV1,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227262/index.m3u8$IPV4•线路4
CCTV1,http://go.bkpcp.top/mg/cctv1$IPV4•线路5
CCTV1,http://101.35.240.114:88/live.php$IPV4•线路6
CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8$IPV4•线路7
CCTV1,http://61.156.228.12:8154/tsfile/live/0001_1.m3u8$IPV4•线路8
CCTV1,http://120.238.94.10:9901/tsfile/live/1018_1.m3u8$IPV4•线路9
CCTV1,http://218.3.138.25:1111/tsfile/live/1000_1.m3u8$IPV4•线路10
CCTV1,http://183.11.239.36:808/hls/19/index.m3u8$IPV4•线路11
CCTV1,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8$IPV4•线路12
CCTV1,http://175.8.28.207:9999/tsfile/live/0001_1.m3u8$IPV4•线路13
CCTV1,https://www.wmviv.com/iptv/bc2t.php$IPV4•线路14
CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8$IPV4•线路15
CCTV1,https://zby.130519.xyz/PLTV/11/224/3221225673/index.m3u8$IPV4•线路16
CCTV2,http://php.jdshipin.com/TVOD/hljyd.php$IPV4•线路1
CCTV2,http://goo.bkpcp.top/mg/CCTV2$IPV4•线路2
CCTV2,http://iptv.huuc.edu.cn/hls/cctv2hd.m3u8$IPV4•线路3
CCTV2,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226540/index.m3u8$IPV4•线路4
CCTV2,http://yc.myds.me:35455/gaoma/cctv2.m3u8$IPV4•线路5
CCTV2,http://go.bkpcp.top/mg/cctv2$IPV4•线路6
CCTV2,http://58.57.40.22:9901/tsfile/live/1001_1.m3u8$IPV4•线路7
CCTV2,http://120.76.248.139/live/bfgd/4200000061.m3u8$IPV4•线路8
CCTV2,http://27.41.245.32:801/hls/2/index.m3u8$IPV4•线路9
CCTV2,http://120.211.62.180:8000/hls/2/index.m3u8$IPV4•线路10
CCTV2,http://120.238.94.10:9901/tsfile/live/1019_1.m3u8$IPV4•线路11
CCTV2,http://175.8.28.207:9999/tsfile/live/0002_1.m3u8$IPV4•线路12
CCTV2,http://112.27.235.94:8000/hls/2/index.m3u8$IPV4•线路13
CCTV2,https://zby.130519.xyz/PLTV/11/224/3221226122/index.m3u8$IPV4•线路14
CCTV3,http://iptv.huuc.edu.cn/hls/cctv3hd.m3u8$IPV4•线路1
CCTV3,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227333/index.m3u8$IPV4•线路2
CCTV3,https://www.freetv.top/migu/624878271.m3u8$IPV4•线路3
CCTV3,http://yc.myds.me:35455/gaoma/cctv3.m3u8$IPV4•线路4
CCTV3,http://go.bkpcp.top/mg/cctv3$IPV4•线路5
CCTV3,http://58.57.40.22:9901/tsfile/live/1002_1.m3u8$IPV4•线路6
CCTV3,http://23.237.228.134/live5/CCTV3.m3u8$IPV4•线路7
CCTV3,http://120.76.248.139/live/bfgd/4200000062.m3u8$IPV4•线路8
CCTV3,http://120.238.94.10:9901/tsfile/live/1020_1.m3u8$IPV4•线路9
CCTV3,http://218.3.138.25:1111/tsfile/live/1002_1.m3u8$IPV4•线路10
CCTV3,http://175.8.28.207:9999/tsfile/live/0003_1.m3u8$IPV4•线路11
CCTV3,http://112.27.235.94:8000/hls/3/index.m3u8$IPV4•线路12
CCTV3,https://zby.130519.xyz/PLTV/11/224/3221225766/index.m3u8$IPV4•线路13
CCTV4,http://iptv.huuc.edu.cn/hls/cctv4hd.m3u8$IPV4•线路1
CCTV4,https://www.freetv.top/migu/631780421.m3u8$IPV4•线路2
CCTV4,http://goo.bkpcp.top/mg/cctv4o$IPV4•线路3
CCTV4,http://go.bkpcp.top/mg/cctv4$IPV4•线路4
CCTV4,http://58.57.40.22:9901/tsfile/live/1003_1.m3u8$IPV4•线路5
CCTV4,http://120.76.248.139/live/bfgd/4200000063.m3u8$IPV4•线路6
CCTV4,http://btjg.net:809/hls/144/index.m3u8$IPV4•线路7
CCTV4,http://120.238.94.10:9901/tsfile/live/1021_1.m3u8$IPV4•线路8
CCTV4,http://120.211.62.180:8000/hls/4/index.m3u8$IPV4•线路9
CCTV4,http://175.8.28.207:9999/tsfile/live/0004_1.m3u8$IPV4•线路10
CCTV4,http://112.27.235.94:8000/hls/4/index.m3u8$IPV4•线路11
CCTV4,https://zby.130519.xyz/PLTV/11/224/3221226124/index.m3u8$IPV4•线路12
CCTV5,http://iptv.huuc.edu.cn/hls/cctv5hd.m3u8$IPV4•线路1
CCTV5,https://www.freetv.top/migu/641886683.m3u8$IPV4•线路2
CCTV5,https://ldcctvwbcdks.v.kcdnvip.com/ldcctvwbcd/cdrmldcctv5plus_1/index.m3u8$IPV4•线路3
CCTV5,http://www.freetv.top/migu/641886683.m3u8$IPV4•线路4
CCTV5,http://yc.myds.me:35455/gaoma/cctv5.m3u8$IPV4•线路5
CCTV5,http://nas.suntao.online:35455/itv/1000000005000265005.m3u8$IPV4•线路6
CCTV5,http://go.bkpcp.top/mg/cctv5$IPV4•线路7
CCTV5,http://58.57.40.22:9901/tsfile/live/1004_1.m3u8$IPV4•线路8
CCTV5,http://23.237.228.134/live5/CCTV5.m3u8$IPV4•线路9
CCTV5,http://23.237.228.134/live5/CCTV5p.m3u8$IPV4•线路10
CCTV5,http://61.156.228.12:8154/tsfile/live/0005_1.m3u8$IPV4•线路11
CCTV5,http://120.238.94.10:9901/tsfile/live/1022_1.m3u8$IPV4•线路12
CCTV5,http://175.8.28.207:9999/tsfile/live/0005_1.m3u8$IPV4•线路13
CCTV5,http://112.27.235.94:8000/hls/5/index.m3u8$IPV4•线路14
CCTV5,https://zby.130519.xyz/PLTV/11/224/3221225734/index.m3u8$IPV4•线路15
CCTV5,http://38.75.136.137:98/gslb/dsdqpub/cctv5p.m3u8$IPV4•线路16
CCTV5+,https://www.freetv.top/migu/641886773.m3u8$IPV4•线路1
CCTV5+,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227348/index.m3u8$IPV4•线路2
CCTV5+,http://yc.myds.me:35455/gaoma/cctv5p.m3u8$IPV4•线路3
CCTV5+,http://nas.suntao.online:35455/itv/6000000001000015875.m3u8$IPV4•线路4
CCTV5+,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225649/index.m3u8$IPV4•线路5
CCTV5+,https://stream1.freetv.fun/88ee08d5c5e75e963f46cba8142888798dde687981709eda707a0b192da8ad4d.ctv$IPV4•线路6
CCTV5+,http://go.bkpcp.top/mg/cctv5p$IPV4•线路7
CCTV5+,http://120.76.248.139/live/bfgd/4200000246.m3u8$IPV4•线路8
CCTV5+,http://120.238.94.10:9901/tsfile/live/1023_1.m3u8$IPV4•线路9
CCTV5+,http://cssbyd.imwork.net:8082/hls/6/index.m3u8$IPV4•线路10
CCTV5+,http://120.211.62.180:8000/hls/18/index.m3u8$IPV4•线路11
CCTV5+,http://61.136.172.236:9901/tsfile/live/0016_1.m3u8$IPV4•线路12
CCTV5+,http://112.27.235.94:8000/hls/6/index.m3u8$IPV4•线路13
CCTV5+,http://58.57.40.22:9901/tsfile/live/1005_1.m3u8$IPV4•线路14
CCTV5+,http://222.169.85.8:9901/tsfile/live/0116_1.m3u8$IPV4•线路15
CCTV5+,http://www.douzhicloud.site:35455/gaoma/cctv5p.m3u8$IPV4•线路16
CCTV5+,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv5plusnew/600/index.m3u8$IPV4•线路17
CCTV6,http://iptv.huuc.edu.cn/hls/cctv6hd.m3u8$IPV4•线路1
CCTV6,https://www.freetv.top/migu/624878396.m3u8$IPV4•线路2
CCTV6,http://www.freetv.top/migu/624878396.m3u8$IPV4•线路3
CCTV6,http://yc.myds.me:35455/itv/6000000001000004574.m3u8$IPV4•线路4
CCTV6,http://nas.suntao.online:35455/itv/1000000005000265006.m3u8$IPV4•线路5
CCTV6,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227325/index.m3u8$IPV4•线路6
CCTV6,http://go.bkpcp.top/mg/cctv6$IPV4•线路7
CCTV6,http://58.57.40.22:9901/tsfile/live/1006_1.m3u8$IPV4•线路8
CCTV6,http://120.76.248.139/live/bfgd/4200000065.m3u8$IPV4•线路9
CCTV6,http://218.3.138.25:1111/tsfile/live/1005_1.m3u8$IPV4•线路10
CCTV6,http://183.11.239.36:808/hls/94/index.m3u8$IPV4•线路11
CCTV6,http://61.136.172.236:9901/tsfile/live/0006_1.m3u8$IPV4•线路12
CCTV6,http://175.8.28.207:9999/tsfile/live/0006_1.m3u8$IPV4•线路13
CCTV6,http://112.27.235.94:8000/hls/7/index.m3u8$IPV4•线路14
CCTV6,https://zby.130519.xyz/PLTV/11/224/3221225741/index.m3u8$IPV4•线路15
CCTV7,http://goo.bkpcp.top/mg/CCTV7$IPV4•线路1
CCTV7,http://iptv.huuc.edu.cn/hls/cctv7hd.m3u8$IPV4•线路2
CCTV7,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227180/index.m3u8$IPV4•线路3
CCTV7,https://www.freetv.top/migu/673168121.m3u8$IPV4•线路4
CCTV7,http://www.freetv.top/migu/673168121.m3u8$IPV4•线路5
CCTV7,http://yc.myds.me:35455/gaoma/cctv7.m3u8$IPV4•线路6
CCTV7,http://go.bkpcp.top/mg/cctv7$IPV4•线路7
CCTV7,http://58.57.40.22:9901/tsfile/live/1007_1.m3u8$IPV4•线路8
CCTV7,http://120.76.248.139/live/bfgd/4200000127.m3u8$IPV4•线路9
CCTV7,http://27.41.245.32:801/hls/7/index.m3u8$IPV4•线路10
CCTV7,http://120.211.62.180:8000/hls/7/index.m3u8$IPV4•线路11
CCTV7,http://120.238.94.10:9901/tsfile/live/1025_1.m3u8$IPV4•线路12
CCTV7,http://175.8.28.207:9999/tsfile/live/0007_1.m3u8$IPV4•线路13
CCTV7,http://112.27.235.94:8000/hls/8/index.m3u8$IPV4•线路14
CCTV7,https://zby.130519.xyz/PLTV/11/224/3221225701/index.m3u8$IPV4•线路15
CCTV8,http://goo.bkpcp.top/mg/cctv8$IPV4•线路1
CCTV8,http://iptv.huuc.edu.cn/hls/cctv8hd.m3u8$IPV4•线路2
CCTV8,https://www.freetv.top/migu/624878356.m3u8$IPV4•线路3
CCTV8,http://yc.myds.me:35455/gaoma/cctv8.m3u8$IPV4•线路4
CCTV8,http://go.bkpcp.top/mg/cctv8$IPV4•线路5
CCTV8,http://58.57.40.22:9901/tsfile/live/1008_1.m3u8$IPV4•线路6
CCTV8,http://23.237.228.134/live5/CCTV8.m3u8$IPV4•线路7
CCTV8,http://120.238.94.10:9901/tsfile/live/1026_1.m3u8$IPV4•线路8
CCTV8,http://218.3.138.25:1111/tsfile/live/1007_1.m3u8$IPV4•线路9
CCTV8,http://183.11.239.36:808/hls/96/index.m3u8$IPV4•线路10
CCTV8,http://175.8.28.207:9999/tsfile/live/0008_1.m3u8$IPV4•线路11
CCTV8,http://112.27.235.94:8000/hls/9/index.m3u8$IPV4•线路12
CCTV8,https://zby.130519.xyz/PLTV/11/224/3221225736/index.m3u8$IPV4•线路13
CCTV9,http://iptv.huuc.edu.cn/hls/cctv9hd.m3u8$IPV4•线路1
CCTV9,https://www.freetv.top/migu/673168140.m3u8$IPV4•线路2
CCTV9,http://www.freetv.top/migu/673168140.m3u8$IPV4•线路3
CCTV9,http://yc.myds.me:35455/gaoma/cctv9.m3u8$IPV4•线路4
CCTV9,http://nas.suntao.online:35455/itv/1000000005000265009.m3u8$IPV4•线路5
CCTV9,http://go.bkpcp.top/mg/cctv9$IPV4•线路6
CCTV9,http://58.57.40.22:9901/tsfile/live/1009_1.m3u8$IPV4•线路7
CCTV9,http://120.76.248.139/live/bfgd/4200000128.m3u8$IPV4•线路8
CCTV9,http://218.17.33.178:53290/tsfile/live/1009_1.m3u8$IPV4•线路9
CCTV9,http://27.41.245.32:801/hls/9/index.m3u8$IPV4•线路10
CCTV9,http://120.238.94.10:9901/tsfile/live/1027_1.m3u8$IPV4•线路11
CCTV9,http://175.8.28.207:9999/tsfile/live/0009_1.m3u8$IPV4•线路12
CCTV9,http://112.27.235.94:8000/hls/10/index.m3u8$IPV4•线路13
CCTV9,http://p.ytelc.com/169l/0/cctv.php$IPV4•线路14
CCTV10,http://goo.bkpcp.top/mg/cctv10$IPV4•线路1
CCTV10,http://iptv.huuc.edu.cn/hls/cctv10hd.m3u8$IPV4•线路2
CCTV10,https://www.freetv.top/migu/624878405.m3u8$IPV4•线路3
CCTV10,http://www.freetv.top/migu/624878405.m3u8$IPV4•线路4
CCTV10,http://yc.myds.me:35455/gaoma/cctv10.m3u8$IPV4•线路5
CCTV10,http://go.bkpcp.top/mg/cctv10$IPV4•线路6
CCTV10,http://58.57.40.22:9901/tsfile/live/1010_1.m3u8$IPV4•线路7
CCTV10,http://120.76.248.139/live/bfgd/4200000129.m3u8$IPV4•线路8
CCTV10,http://27.41.245.32:801/hls/10/index.m3u8$IPV4•线路9
CCTV10,http://120.211.62.180:8000/hls/10/index.m3u8$IPV4•线路10
CCTV10,http://120.238.94.10:9901/tsfile/live/1028_1.m3u8$IPV4•线路11
CCTV10,http://175.8.28.207:9999/tsfile/live/0010_1.m3u8$IPV4•线路12
CCTV10,http://112.27.235.94:8000/hls/11/index.m3u8$IPV4•线路13
CCTV10,https://zby.130519.xyz/PLTV/11/224/3221225743/index.m3u8$IPV4•线路14
CCTV11,http://iptv.huuc.edu.cn/hls/cctv11hd.m3u8$IPV4•线路1
CCTV11,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227171/index.m3u8$IPV4•线路2
CCTV11,http://yc.myds.me:35455/gaoma/cctv11.m3u8$IPV4•线路3
CCTV11,https://stream1.freetv.fun/522d8760b9c0e8172aefbf6b1aac7030daf6f613fabce8b1d00a15416ad0b052.m3u8$IPV4•线路4
CCTV11,http://lu.wqwqwq.sbs/itv/1000000005000265011.m3u8$IPV4•线路5
CCTV11,http://go.bkpcp.top/mg/cctv11$IPV4•线路6
CCTV11,http://58.57.40.22:9901/tsfile/live/1011_1.m3u8$IPV4•线路7
CCTV11,http://69.30.246.194/live/cctv11.m3u8$IPV4•线路8
CCTV11,http://120.76.248.139/live/bfgd/4200000130.m3u8$IPV4•线路9
CCTV11,http://120.211.62.180:8000/hls/11/index.m3u8$IPV4•线路10
CCTV11,http://120.238.94.10:9901/tsfile/live/1029_1.m3u8$IPV4•线路11
CCTV11,http://175.8.28.207:9999/tsfile/live/0011_1.m3u8$IPV4•线路12
CCTV11,http://112.27.235.94:8000/hls/12/index.m3u8$IPV4•线路13
CCTV11,https://zby.130519.xyz/PLTV/11/224/3221226101/index.m3u8$IPV4•线路14
CCTV12,http://iptv.huuc.edu.cn/hls/cctv12hd.m3u8$IPV4•线路1
CCTV12,https://www.freetv.top/migu/673168185.m3u8$IPV4•线路2
CCTV12,http://www.freetv.top/migu/673168185.m3u8$IPV4•线路3
CCTV12,http://go.bkpcp.top/mg/cctv12$IPV4•线路4
CCTV12,http://58.57.40.22:9901/tsfile/live/1012_1.m3u8$IPV4•线路5
CCTV12,http://120.76.248.139/live/bfgd/4200000131.m3u8$IPV4•线路6
CCTV12,http://69.30.246.194/live/cctv12.m3u8$IPV4•线路7
CCTV12,http://120.211.62.180:8000/hls/12/index.m3u8$IPV4•线路8
CCTV12,http://120.238.94.10:9901/tsfile/live/1030_1.m3u8$IPV4•线路9
CCTV12,http://175.8.28.207:9999/tsfile/live/0012_1.m3u8$IPV4•线路10
CCTV12,http://112.27.235.94:8000/hls/13/index.m3u8$IPV4•线路11
CCTV12,https://zby.130519.xyz/PLTV/11/224/3221226103/index.m3u8$IPV4•线路12
CCTV13,https://event.pull.hebtv.com/jishi/cp1.m3u8$IPV4•线路1
CCTV13,http://j.x.bkpcp.top/jx/CCTV13HD$IPV4•线路2
CCTV13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8$IPV4•线路3
CCTV13,http://jwplay.hebyun.com.cn/live/cctv13/1500k/tzwj_video.m3u8$IPV4•线路4
CCTV13,https://ldncctvwbcdcnc.v.wscdns.com/ldncctvwbcd/cdrmldcctv13_1/index.m3u8$IPV4•线路5
CCTV13,http://iptv.huuc.edu.cn/hls/cctv13hd.m3u8$IPV4•线路6
CCTV13,https://www.freetv.top/migu/608807423.m3u8$IPV4•线路7
CCTV13,http://go.bkpcp.top/mg/cctv13$IPV4•线路8
CCTV13,http://58.57.40.22:9901/tsfile/live/1013_1.m3u8$IPV4•线路9
CCTV13,http://120.211.62.180:8000/hls/13/index.m3u8$IPV4•线路10
CCTV13,http://218.3.138.25:1111/tsfile/live/1012_1.m3u8$IPV4•线路11
CCTV13,http://113.57.93.165:9900/tsfile/live/0013_1.m3u8$IPV4•线路12
CCTV13,http://175.8.28.207:9999/tsfile/live/0013_1.m3u8$IPV4•线路13
CCTV13,http://112.27.235.94:8000/hls/14/index.m3u8$IPV4•线路14
CCTV13,https://zby.130519.xyz/PLTV/11/224/3221226128/index.m3u8$IPV4•线路15
CCTV13,http://106.53.99.30/tv/cctv13.php$IPV4•线路16
CCTV14,https://event.pull.hebtv.com/jishi/cp2.m3u8#rtsp://103.251.96.71/PLTV/88888888/224/3221225783/10000100000000060000000000726027_0.smil?icpid=SSPID&amp;accounttype=1&amp;limitflux=-1&amp;limitdur=-1&amp;accountinfo=:20240213104135$IPV4•线路1
CCTV14,http://iptv.huuc.edu.cn/hls/cctv14hd.m3u8$IPV4•线路2
CCTV14,https://www.freetv.top/migu/624878440.m3u8$IPV4•线路3
CCTV14,http://www.freetv.top/migu/624878440.m3u8$IPV4•线路4
CCTV14,http://yc.myds.me:35455/gaoma/cctv14.m3u8$IPV4•线路5
CCTV14,http://go.bkpcp.top/mg/cctv14$IPV4•线路6
CCTV14,http://58.57.40.22:9901/tsfile/live/1014_1.m3u8$IPV4•线路7
CCTV14,http://120.76.248.139/live/bfgd/4200000132.m3u8$IPV4•线路8
CCTV14,http://27.41.245.32:801/hls/14/index.m3u8$IPV4•线路9
CCTV14,http://120.211.62.180:8000/hls/14/index.m3u8$IPV4•线路10
CCTV14,http://61.136.172.236:9901/tsfile/live/0014_1.m3u8$IPV4•线路11
CCTV14,http://175.8.28.207:9999/tsfile/live/0014_1.m3u8$IPV4•线路12
CCTV14,http://112.27.235.94:8000/hls/15/index.m3u8$IPV4•线路13
CCTV14,https://zby.130519.xyz/PLTV/11/224/3221225738/index.m3u8$IPV4•线路14
CCTV15,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225641/index.m3u8$IPV4•线路1
CCTV15,https://www.freetv.top/migu/673168223.m3u8$IPV4•线路2
CCTV15,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227175/index.m3u8$IPV4•线路3
CCTV15,http://yc.myds.me:35455/gaoma/cctv15.m3u8$IPV4•线路4
CCTV15,https://stream1.freetv.fun/d8c678257099a8f24e3bb33a4f9059014ddf1de229ef366a1870f56c11b57c90.m3u8$IPV4•线路5
CCTV15,http://lu.wqwqwq.sbs/itv/1000000005000265014.m3u8$IPV4•线路6
CCTV15,http://go.bkpcp.top/mg/cctv15$IPV4•线路7
CCTV15,http://58.57.40.22:9901/tsfile/live/1015_1.m3u8$IPV4•线路8
CCTV15,http://69.30.246.194/live/cctv15.m3u8$IPV4•线路9
CCTV15,http://120.76.248.139/live/bfgd/4200000133.m3u8$IPV4•线路10
CCTV15,http://gmxw.7766.org:808/hls/102/index.m3u8$IPV4•线路11
CCTV15,http://183.11.239.36:808/hls/102/index.m3u8$IPV4•线路12
CCTV15,http://112.27.235.94:8000/hls/16/index.m3u8$IPV4•线路13
CCTV15,https://zby.130519.xyz/PLTV/11/224/3221226147/index.m3u8$IPV4•线路14
CCTV16,http://livetv.wqwqwq.sbs/gaoma/cctv4k16.m3u8$IPV4•线路1
CCTV16,http://yc.myds.me:35455/gaoma/cctv16.m3u8$IPV4•线路2
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226233/index.m3u8$IPV4•线路3
CCTV16,https://stream1.freetv.fun/87de3fae6db73a08904421488de7b0ba39e5eccf12a85ec47f8ccfb0985d2fa7.m3u8$IPV4•线路4
CCTV16,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8$IPV4•线路5
CCTV16,http://go.bkpcp.top/mg/cctv16$IPV4•线路6
CCTV16,http://69.30.246.194/live/cctv16.m3u8$IPV4•线路7
CCTV16,http://39.152.103.17:8089/tsfile/live/1015_1.m3u8$IPV4•线路8
CCTV16,http://183.11.239.36:808/hls/169/index.m3u8$IPV4•线路9
CCTV16,http://gmxw.7766.org:808/hls/169/index.m3u8$IPV4•线路10
CCTV16,https://zby.130519.xyz/PLTV/11/224/3221226120/index.m3u8$IPV4•线路11
CCTV17,https://www.freetv.top/migu/673168256.m3u8$IPV4•线路1
CCTV17,http://yc.myds.me:35455/gaoma/cctv17.m3u8$IPV4•线路2
CCTV17,http://nas.suntao.online:35455/itv/1000000005000265015.m3u8$IPV4•线路3
